sentence,label,category
I would definitely recommend this product.,0,Sport outdoors
The items arrived quickly and I can’t tell the difference from Apple Watch bands.,1,Sport outdoors
There are very few differences between this and the apple watch band.,1,Sport outdoors
I enjoy my watch band.,0,Sport outdoors
I will be ordering more colors :),0,Sport outdoors
Me encanto quedó perfecta,0,Sport outdoors
Very good quality and fit.,1,Sport outdoors
I dislike the fact that  the color wasn’t as rich as the picture.,1,Sport outdoors
"Very comfortable, looks and feels  good!",1,Sport outdoors
I love it!,0,Sport outdoors
It works perfect I bought a couple of them so I can switch out colors and I work in nursing so it holds up great!,1,Sport outdoors
I was a little hesitant to buy this because the price looked too good to be true but the reviews are pretty good !,0,Sport outdoors
Nice fit!,1,Sport outdoors
Stays put all day.,1,Sport outdoors
Looks great,0,Sport outdoors
"Size, quality, and comfort no different than the Apple brand.",0,Sport outdoors
A price that holds the band onto the watch fell off and will not attach.,0,Sport outdoors
Extremely dissatisfied.,0,Sport outdoors
LOVE LOVE LOVE,0,Sport outdoors
Love the color.,1,Sport outdoors
Great price and great quality.,1,Sport outdoors
Will def buy again from this company!,0,Sport outdoors
I am so far very pleased.,0,Sport outdoors
Great watch band.,0,Sport outdoors
"Love this band feels very close to my Apple band, I bought the s/m and fits exactly like the s/m Apple band.",1,Sport outdoors
I might get more because I like to switch them up and they’re all really nice colors!,1,Sport outdoors
Great product,0,Sport outdoors
"On the contrary, if you have large wrists this is great because it has so many holes.",1,Sport outdoors
He utilizado esta banda en 2 semanas y ha cumplido mis expectativas.,0,Sport outdoors
I received my watch band it it looked like it would fit but one side of the band does not click in so I am unable to use the product.,1,Sport outdoors
I received my bands in 2-3 days and they look and feel great!,1,Sport outdoors
Liked,0,Sport outdoors
Love the variation of colors!,1,Sport outdoors
Just like the Apple product for a fraction of the price.,1,Sport outdoors
The watch band fits perfect and is good quality.,1,Sport outdoors
It’s smooth and almost velvety feeling.,1,Sport outdoors
"Also, the pink color is very dull and almost dirty looking.",1,Sport outdoors
I certainly don't think it's a big deal.,0,Sport outdoors
Beautiful and comfortable,1,Sport outdoors
If I could give this product no stars I would.,0,Sport outdoors
More comfortable than the band that came with my watch ( I found that one to be too thick.),1,Sport outdoors
Fits well,1,Sport outdoors
The only thing good about this sports band is the color of it...,1,Sport outdoors
Very content with this band!,0,Sport outdoors
Absolutely loved this product!!,0,Sport outdoors
No issues thus far!,0,Sport outdoors
"It looks identical to the ""Apple"" one and fit his watch perfectly.",1,Sport outdoors
I really enjoy all the different colors they had!,1,Sport outdoors
It doesn't look and feel cheap.,1,Sport outdoors
The price is unbeatable and the color choices are great!,1,Sport outdoors
It's a great neutral color and goes with all my outfits.,1,Sport outdoors
I am so delighted with the quality of these bands.,1,Sport outdoors
These fit just like the Apple brand!,1,Sport outdoors
Good but could not match my watch rose gold,1,Sport outdoors
Love it,0,Sport outdoors
Very soft and comfortable band.,1,Sport outdoors
I had to switch back to the Apple band.,0,Sport outdoors
Love the pink!,1,Sport outdoors
"Amazing, feels and works just like the band that came with my new Apple Watch 4 but for a fraction of the price.",1,Sport outdoors
I will definitely buy more colors from this brand!,0,Sport outdoors
Also fit exactly as expected.,1,Sport outdoors
So far I ordered a set of three.,0,Sport outdoors
"Very nice bands for Apple Watch, built with good materials.",1,Sport outdoors
Good quality,1,Sport outdoors
Love this bought many colors,0,Sport outdoors
Doesn’t even fit around my wrist.,1,Sport outdoors
Must buy!,0,Sport outdoors
"Not what I expected, and not really a fashion statement I’d like to make.",0,Sport outdoors
Great quality,1,Sport outdoors
"Like the band, and it is very easy to attach.",1,Sport outdoors
item arrived immediately and it was exactly as described.,1,Sport outdoors
"Looks great, fits just like the original band that came with my watch.",1,Sport outdoors
The bands are great.,0,Sport outdoors
Almost identical silicone feel to the band that comes with your watch originally.,1,Sport outdoors
It a great watch band.,0,Sport outdoors
exactly what i was looking for!,0,Sport outdoors
I was a little worried because the package said 38mm and I have a series 4 40 mm face.,1,Sport outdoors
Very vibrant.,0,Sport outdoors
Great fit and looks great as well!,1,Sport outdoors
So much in fact I just placed another order!!!,0,Sport outdoors
I have been using the watch for 1.5 years now and I have used quite a few 3rd party bands.,0,Sport outdoors
"Se siente de baja calidad, y el color no es lo que esperaba, es más obscuro, pero ese es un riesgo de comprar por internet.",0,Sport outdoors
Quality for great price.,1,Sport outdoors
Great quality!,1,Sport outdoors
Great band.,0,Sport outdoors
"It’s bright, cheerful, and summery - a true yellow.",1,Sport outdoors
I feel like after having used it for a while now that the color is starting to fade a tiny bit.,1,Sport outdoors
It’s very functional,1,Sport outdoors
Got this for my husband and he absolutely loves it!,0,Sport outdoors
"Looks great, fits apple 3 perfectly and is very comfortable.",1,Sport outdoors
Price,0,Sport outdoors
"The color and texture is great, however I’m a bit disappointed by the quality of this product.",1,Sport outdoors
Awesome !,0,Sport outdoors
Perfect fit for Series 1 iWatch.,1,Sport outdoors
It is a perfect value and comes in many colors.,1,Sport outdoors
Bands are damn near identical to the regular Apple bands.,1,Sport outdoors
Sturdy material and looks good too,1,Sport outdoors
THE COLOR I ORDERED WAS PINK AND IT LOOKED ALMOST LIKE A NUDE,1,Sport outdoors
Love it,0,Sport outdoors
Great company to buy apple watch bands from.,0,Sport outdoors
she really likes the bands as the quality seems to be excellent but for me the delivery was the fastest of most products I have ordered.,1,Sport outdoors
And the price!,0,Sport outdoors
!,0,Sport outdoors
Feels great!,0,Sport outdoors
Just as described.,0,Sport outdoors
Love the Cole the band is very nice I wear it alll the time It cleans up easily with soap and water when you wash your hands doesn’t irritate my skin and it’s equivalent to the Apple product,1,Sport outdoors
Comfortable and inexpensive.,1,Sport outdoors
My wife is a Labor Delivery nurse and is picky about her watch bands.,0,Sport outdoors
Love this band.,0,Sport outdoors
I really like this band.,0,Sport outdoors
Compatible with my Apple Watch 40 mm,1,Sport outdoors
Shipped fast.,1,Sport outdoors
"Nice product, good job and delivery was fast, glad I’m an amazon prime.",1,Sport outdoors
Thanks!,0,Sport outdoors
Now going to order more in different color.,0,Sport outdoors
"Much to my surprise, this band seems to be of equal quality.",0,Sport outdoors
Great price and great purchase,1,Sport outdoors
"Love it, had for months now and it’s still the same.",1,Sport outdoors
They are very durable but the metal piece is obviously made out of something really cheap because it caused a pretty bad rash on my wrist.,1,Sport outdoors
Very comfortable watchband.,1,Sport outdoors
Was exactly as shown on your website.,1,Sport outdoors
Can’t beat the price!,1,Sport outdoors
You can change colors to match clothing or mood.,1,Sport outdoors
Perfect for my Apple Watch!,0,Sport outdoors
Like it very much.,0,Sport outdoors
Love this band.,0,Sport outdoors
Love love love,0,Sport outdoors
These are a must for the watch exactly like the one is comes with !,0,Sport outdoors
Beautiful yellow.,1,Sport outdoors
This pink is Definetly the perfect HOT PINK!,1,Sport outdoors
Watch band is worth the price.,1,Sport outdoors
The color is true to the picture.,1,Sport outdoors
!,0,Sport outdoors
I found this one and it feels just like Apple’s $50 price tag bands.,1,Sport outdoors
"It does not fit perfect, it is loose.",1,Sport outdoors
So I’m at a loss with the walnut.,1,Sport outdoors
Picked 3 and those were the exact colors and similar quality as the apple watch band.,1,Sport outdoors
Softer and more flexible than the Apple band and a much better value.,1,Sport outdoors
Color and fit are excellent.,1,Sport outdoors
Love the color of this band.,1,Sport outdoors
I have it in the light grey and it looks great with my silver watch.,1,Sport outdoors
This is a great band!!,0,Sport outdoors
I ordered the 42/44 mm s/m.,0,Sport outdoors
Awesome product will definitely buy again,0,Sport outdoors
"This product must contain nickel in the metal in the underside of the band, my wrist broke out with redness and blisters at that spot and I am allergic to nickel.",1,Sport outdoors
This is the best Apple watch band I have bought in the past four years.,0,Sport outdoors
Will order more colors.,0,Sport outdoors
Great fit and it’s very comfortable,1,Sport outdoors
Looks just like the apple watch band and great price.,1,Sport outdoors
Nice watch band.,0,Sport outdoors
I got this band because my previous one was so itchy and I felt like my wrist was constantly damp.,1,Sport outdoors
One band was broken in the package,1,Sport outdoors
Exactly as described.,1,Sport outdoors
They seem to be very nice and reasonable price.,1,Sport outdoors
I can’t believe I only paid $5.99 for this band it is absolutely AWESOME good quality.,1,Sport outdoors
Perfect color and I'll be getting a few more!,1,Sport outdoors
They were easy to put on!!,1,Sport outdoors
"They are true size, not like some that end short where they buckle.",1,Sport outdoors
It keep coming off from my wrist.,1,Sport outdoors
I wanted a hunter green type band.,1,Sport outdoors
"Gave me a rash..both wrists, 2 diff colors.",1,Sport outdoors
I love how bright the Barbie pink color is.,1,Sport outdoors
Works good !,0,Sport outdoors
Love it!,0,Sport outdoors
Love this bands,0,Sport outdoors
They have never come undone.,1,Sport outdoors
I absolutely love it,0,Sport outdoors
I have it in the light grey and it looks great with my silver watch.,1,Sport outdoors
Exactly alike the original.,1,Sport outdoors
I am very happy with this one.,0,Sport outdoors
Pros-the band seems to be well made and hasn’t come off& the gray color is nice.,1,Sport outdoors
"It’s bright, cheerful, and summery - a true yellow.",1,Sport outdoors
Such a disappointment.,0,Sport outdoors
These bands are excellent quality.,1,Sport outdoors
Love the color I got (red).,1,Sport outdoors
Saw the colors by this seller and read reviews.,0,Sport outdoors
Just shady.,0,Sport outdoors
Nice color.,1,Sport outdoors
Great quality and exactly as described!,1,Sport outdoors
Awesome product,0,Sport outdoors
"Others have been backwards, with the buckle underneath the band making it difficult to put on.",1,Sport outdoors
